6.999999999999999556e-01,1.630000000000000071e+01,6.900000000000000355e+00,6.000000000000000000e+00,2.839999999999999858e+01,4.170000000000000284e+01
6.999999999999999556e-01,1.630000000000000071e+01,6.900000000000000355e+00,6.000000000000000000e+00,2.839999999999999858e+01,4.170000000000000284e+01
6.999999999999999556e-01,1.630000000000000071e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.630000000000000071e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.630000000000000071e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.610000000000000142e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.850000000000000000e+01,4.210000000000000142e+01
6.999999999999999556e-01,1.610000000000000142e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.850000000000000000e+01,4.210000000000000142e+01
6.999999999999999556e-01,1.610000000000000142e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.850000000000000000e+01,4.210000000000000142e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.799999999999999822e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
6.999999999999999556e-01,1.639999999999999858e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.189999999999999858e+01
5.999999999999999778e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
6.999999999999999556e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
5.999999999999999778e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
5.999999999999999778e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
5.999999999999999778e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
5.999999999999999778e-01,1.669999999999999929e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.179999999999999716e+01
5.999999999999999778e-01,1.630000000000000071e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.210000000000000142e+01
5.999999999999999778e-01,1.630000000000000071e+01,6.599999999999999645e+00,5.799999999999999822e+00,2.839999999999999858e+01,4.210000000000000142e+01
5.999999999999999778e-01,1.580000000000000071e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.260000000000000142e+01
5.999999999999999778e-01,1.580000000000000071e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.839999999999999858e+01,4.260000000000000142e+01
5.999999999999999778e-01,1.550000000000000000e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.850000000000000000e+01,4.279999999999999716e+01
5.999999999999999778e-01,1.550000000000000000e+01,6.700000000000000178e+00,5.900000000000000355e+00,2.850000000000000000e+01,4.279999999999999716e+01
