3.420000000000000284e+01,3.470000000000000284e+01,4.679999999999999716e+01,8.250000000000000000e+01,1.395000000000000000e+02,2.354000000000000057e+02,3.060000000000000000e+02,3.508000000000000114e+02,3.900000000000000000e+02,4.263999999999999773e+02,4.611999999999999886e+02,4.983000000000000114e+02,5.386000000000000227e+02,6.587000000000000455e+02,6.857000000000000455e+02,7.088999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.420000000000000284e+01,3.470000000000000284e+01,4.679999999999999716e+01,8.250000000000000000e+01,1.395000000000000000e+02,2.354000000000000057e+02,3.060000000000000000e+02,3.508000000000000114e+02,3.900000000000000000e+02,4.263999999999999773e+02,4.611999999999999886e+02,4.983000000000000114e+02,5.386000000000000227e+02,6.587000000000000455e+02,6.857000000000000455e+02,7.088999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.410000000000000142e+01,3.460000000000000142e+01,4.670000000000000284e+01,8.279999999999999716e+01,1.404000000000000057e+02,2.370000000000000000e+02,3.076999999999999886e+02,3.523999999999999773e+02,3.916000000000000227e+02,4.278000000000000114e+02,4.626000000000000227e+02,4.996999999999999886e+02,5.401000000000000227e+02,6.598999999999999773e+02,6.857000000000000455e+02,7.088999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.410000000000000142e+01,3.460000000000000142e+01,4.670000000000000284e+01,8.279999999999999716e+01,1.404000000000000057e+02,2.370000000000000000e+02,3.076999999999999886e+02,3.523999999999999773e+02,3.916000000000000227e+02,4.278000000000000114e+02,4.626000000000000227e+02,4.996999999999999886e+02,5.401000000000000227e+02,6.598999999999999773e+02,6.857000000000000455e+02,7.088999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.410000000000000142e+01,3.460000000000000142e+01,4.670000000000000284e+01,8.279999999999999716e+01,1.404000000000000057e+02,2.370000000000000000e+02,3.076999999999999886e+02,3.523999999999999773e+02,3.916000000000000227e+02,4.278000000000000114e+02,4.626000000000000227e+02,4.996999999999999886e+02,5.401000000000000227e+02,6.598999999999999773e+02,6.857000000000000455e+02,7.088999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.400000000000000000e+01,3.450000000000000000e+01,4.650000000000000000e+01,8.320000000000000284e+01,1.424000000000000057e+02,2.395000000000000000e+02,3.096999999999999886e+02,3.541999999999999886e+02,3.933000000000000114e+02,4.291999999999999886e+02,4.640000000000000000e+02,5.011999999999999886e+02,5.417000000000000455e+02,6.610000000000000000e+02,6.857000000000000455e+02,7.073999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.400000000000000000e+01,3.450000000000000000e+01,4.650000000000000000e+01,8.320000000000000284e+01,1.424000000000000057e+02,2.395000000000000000e+02,3.096999999999999886e+02,3.541999999999999886e+02,3.933000000000000114e+02,4.291999999999999886e+02,4.640000000000000000e+02,5.011999999999999886e+02,5.417000000000000455e+02,6.610000000000000000e+02,6.857000000000000455e+02,7.073999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.400000000000000000e+01,3.450000000000000000e+01,4.650000000000000000e+01,8.320000000000000284e+01,1.424000000000000057e+02,2.395000000000000000e+02,3.096999999999999886e+02,3.541999999999999886e+02,3.933000000000000114e+02,4.291999999999999886e+02,4.640000000000000000e+02,5.011999999999999886e+02,5.417000000000000455e+02,6.610000000000000000e+02,6.857000000000000455e+02,7.073999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.389999999999999858e+01,3.429999999999999716e+01,4.600000000000000000e+01,8.120000000000000284e+01,1.394000000000000057e+02,2.361999999999999886e+02,3.078999999999999773e+02,3.528000000000000114e+02,3.918000000000000114e+02,4.281000000000000227e+02,4.628999999999999773e+02,5.000000000000000000e+02,5.402999999999999545e+02,6.596000000000000227e+02,6.826000000000000227e+02,7.073999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
3.389999999999999858e+01,3.429999999999999716e+01,4.600000000000000000e+01,8.120000000000000284e+01,1.394000000000000057e+02,2.361999999999999886e+02,3.078999999999999773e+02,3.528000000000000114e+02,3.918000000000000114e+02,4.281000000000000227e+02,4.628999999999999773e+02,5.000000000000000000e+02,5.403999999999999773e+02,6.596000000000000227e+02,6.826000000000000227e+02,7.073999999999999773e+02,7.190000000000000000e+02,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03,2.000000000000000000e+03
